"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date"
"RFEM","First Trust RiverFront Dyn Em Mkts ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37%,1.86%,8.29%,4.91%,,10.91%,,0.45,0.38%,0.43%,-0.63%,3.23%,8.05%,-2.63%,12.08%,-2.63%,23.79%,54.10,0.00%,1.28%,,4.61,0.14,58.55,1.28%,666,
"RFEU","First Trust RiverFront Dynamic Eurp ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99%,2.21%,4.73%,4.14%,,5.12%,,0.37,0.38%,0.47%,1.40%,2.54%,6.20%,0.51%,6.69%,0.51%,20.50%,64.31,0.20%,0.71%,,4.59,0.78,55.05,0.92%,3557,
"RFFC","RiverFront Dynamic US Flex-Cap ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,-0.61%,2.10%,4.43%,10.41%,,5.04%,,0.18,0.46%,0.46%,-0.29%,1.53%,7.74%,-2.20%,5.04%,-2.20%,19.25%,52.46,-0.22%,0.56%,,11.20,0.54,28.65,0.34%,6073,
"RFG","Guggenheim S&P MidCap 400 Pure Gr ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.34%,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,-1.46%,1.55%,3.21%,4.99%,14.68%,4.05%,,1.13,0.71%,0.70%,-0.76%,1.15%,5.79%,-2.11%,4.38%,-2.11%,17.75%,49.41,-0.26%,0.64%,,11.59,0.87,134.07,0.38%,10039,
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","Financial","Closed-End Fund - Equity","USA",,15.94,,,,0.89,,,,,0.76,,,0.00%,,,,,,,,,,,,0.09,,,,,,,,,,,-4.20%,-3.59%,1.05%,-8.70%,6.38%,1.13%,,0.17,1.63%,1.17%,-3.55%,-2.71%,-3.19%,-6.19%,3.79%,-10.88%,6.64%,32.12,-0.17%,0.41%,,121.08,1.08,12.08,0.25%,131295,
"RFIL","RF Industries, Ltd.","Technology","Diversified Electronics","USA",12.82,,,,0.42,0.60,2.42,,5.52%,,-0.46,-533.50%,,-44.60%,,9.20%,,-9.00%,8.84,6.93,15.87%,-0.21%,24.30%,-0.05%,2.64%,6.34,-14.10%,-16.90%,-18.90%,4.30,2.80,0.00,0.00,28.00%,-15.70%,-13.40%,-6.45%,-9.38%,-17.14%,-33.18%,-64.63%,-17.14%,0.86,0.09,5.22%,6.99%,-3.89%,-10.98%,-24.40%,-30.95%,3.57%,-65.80%,3.57%,42.58,-3.33%,3.45%,,28.86,0.34,1.45,0.00%,9931,01/27/2017
"RFP","Resolute Forest Products Inc.","Consumer Goods","Paper & Paper Products","Canada",398.85,,46.35,,0.11,0.24,11.40,,,,-0.90,67.60%,-49.74%,-31.00%,14.00%,-5.70%,79.10%,-0.60%,89.63,88.52,1.80%,0.00%,89.00%,-2.98%,1.00%,2.61,-1.90%,-4.40%,-1.80%,2.30,1.10,0.45,0.45,23.40%,-0.70%,-2.30%,-3.26%,-1.11%,2.30%,-20.96%,-10.10%,-16.82%,1.45,0.23,3.98%,4.21%,-2.94%,-11.93%,-12.24%,-23.93%,5.95%,-35.97%,20.27%,39.06,0.00%,-1.11%,4.00,340.14,0.80,4.45,-1.11%,271996,2/2/2017 8:30:00 AM
"RFT","RAIT Financial Trust","Financial","REIT - Diversified","USA",2241.86,,,,20.29,6.02,,,,,-0.11,,,,,,142.40%,-69.90%,92.30,68.58,,,,,0.01%,0.85,,,,,,,,,,,-1.26%,-0.65%,7.72%,8.44%,27.84%,4.56%,,0.23,1.09%,0.84%,-1.00%,0.38%,5.81%,-2.37%,6.15%,-2.37%,29.69%,46.91,0.58%,-0.29%,,4.55,0.63,24.29,0.29%,2871,
"RFV","Guggenheim S&P MidCap 400 Pure Val ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.88%,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,-1.77%,-0.35%,-2.73%,12.13%,27.31%,0.97%,,0.67,0.88%,0.86%,-1.82%,-1.01%,8.73%,-3.14%,1.28%,-4.17%,29.19%,43.11,-0.03%,0.40%,,16.38,0.63,62.32,0.37%,10315,
"RGA","Reinsurance Group of America, Incorporated","Financial","Life Insurance","USA",8243.10,11.83,11.98,1.63,0.71,1.16,6.87,,1.28%,14.30%,10.80,44.60%,7.56%,7.90%,7.26%,5.50%,18.60%,7.60%,64.50,63.67,0.60%,-2.89%,96.50%,2.40%,1.51%,2.67,1.30%,9.50%,7.80%,,,0.55,0.00,,10.40%,6.10%,-1.48%,0.80%,0.97%,17.85%,39.57%,1.89%,0.96,1.69,1.24%,1.01%,-0.94%,0.97%,14.99%,-3.76%,4.93%,-3.76%,43.87%,48.82,0.06%,0.24%,2.90,358.85,0.95,127.80,0.31%,342167,1/30/2017 4:30:00 PM
"RGC","Regal Entertainment Group","Services","Movie Production, Theaters","USA",3584.18,18.20,17.41,2.52,1.12,,14.54,,3.86%,80.60%,1.25,27.70%,7.56%,39.40%,7.22%,3.60%,44.90%,-4.20%,157.27,130.91,1.70%,-82.99%,99.50%,-10.95%,13.97%,10.70,6.60%,-19.80%,15.30%,0.90,0.80,,,61.60%,10.50%,5.30%,6.10%,6.65%,4.28%,7.53%,14.78%,11.77%,0.81,0.42,1.91%,1.93%,6.00%,5.22%,6.27%,-2.27%,12.43%,-6.22%,21.39%,68.99,0.84%,0.40%,2.60,1710.01,1.77,22.79,1.24%,3020526,2/9/2017 4:30:00 PM
"RGCO","RGC Resources, Inc.","Utilities","Gas Utilities","USA",92.91,22.27,,,1.50,2.39,464.55,,3.05%,63.20%,0.85,13.00%,,3.80%,,-3.60%,14.80%,17.50%,4.89,1.76,7.00%,0.75%,14.90%,-1.89%,0.38%,1.07,3.80%,10.80%,7.30%,0.70,0.50,0.72,0.97,52.10%,19.00%,9.90%,-4.04%,3.75%,16.79%,22.80%,38.77%,15.06%,0.27,0.56,1.52%,2.83%,3.13%,7.17%,15.61%,-11.55%,15.90%,-11.55%,40.42%,56.68,-0.89%,0.00%,,6.29,0.33,19.00,-0.89%,2069,2/13/2017 4:30:00 PM
"RGEN","Repligen Corporation","Healthcare","Biotechnology","USA",1097.77,94.27,43.39,3.77,10.50,6.46,7.75,343.05,,0.00%,0.34,23.10%,34.36%,53.60%,25.00%,34.80%,1798.10%,19.60%,34.05,33.47,0.50%,-4.33%,98.50%,1.30%,10.82%,16.80,4.70%,7.40%,6.00%,8.70,7.60,0.56,0.56,54.90%,15.30%,11.20%,1.83%,10.83%,3.10%,-3.07%,22.12%,4.61%,1.44,0.85,2.32%,2.79%,2.97%,4.55%,8.54%,-4.36%,13.20%,-5.34%,52.72%,57.07,0.03%,0.66%,1.80,215.60,0.77,32.24,0.69%,166337,2/22/2017 7:30:00 AM
"RGI","Guggenheim S&P 500 Eq Wt Indls ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.29%,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,-0.97%,2.51%,2.70%,12.12%,25.19%,6.02%,,0.94,0.71%,0.76%,-0.39%,2.05%,10.17%,-2.48%,6.32%,-2.48%,26.72%,53.42,-0.14%,0.82%,,23.65,0.27,105.10,0.68%,6445,
"RGLD","Royal Gold, Inc.","Basic Materials","Gold","USA",4101.19,390.99,32.89,11.24,9.94,1.81,,22.78,1.53%,565.50%,0.16,-248.60%,30.65%,-23.90%,34.80%,10.70%,193.50%,-37.90%,65.15,64.76,0.60%,-6.86%,71.40%,1.12%,3.95%,3.72,0.30%,0.50%,-2.00%,6.10,5.60,0.30,0.30,79.50%,7.70%,2.60%,-3.79%,-11.79%,-8.94%,-21.03%,28.04%,-0.26%,0.57,1.91,2.99%,2.85%,-6.89%,-7.40%,-11.51%,-13.96%,3.20%,-27.77%,40.27%,36.11,2.44%,0.00%,2.00,687.75,0.68,62.95,2.44%,467642,2/2/2017 8:30:00 AM
"RGLS","Regulus Therapeutics Inc.","Healthcare","Biotechnology","USA",66.14,,,,5.51,1.18,,,,,-1.31,-42.90%,-6.80%,40.90%,39.60%,-38.70%,-174.80%,-89.10%,52.91,36.93,42.92%,1.11%,46.80%,-10.89%,9.70%,4.01,-68.90%,-100.90%,-107.40%,5.50,5.50,0.35,0.35,,,,13.64%,-3.85%,-52.83%,-63.45%,-81.67%,-44.44%,1.68,0.12,12.28%,10.75%,9.31%,-27.08%,-59.01%,-54.55%,32.98%,-85.96%,32.98%,42.86,0.00%,0.00%,2.40,893.35,0.86,1.25,0.00%,764360,3/2/2017 4:30:00 PM
"RGNX","Regenxbio Inc.","Healthcare","Biotechnology","USA",534.78,,,,73.26,2.96,5.83,,,,-1.84,-409.70%,-14.50%,,,,8.60%,-96.80%,26.54,21.12,0.60%,0.00%,69.30%,7.79%,5.68%,6.87,-23.20%,-24.20%,-10.70%,6.70,6.70,0.00,0.00,79.40%,,,2.54%,17.49%,-4.05%,50.26%,70.62%,8.63%,,1.18,7.83%,6.02%,9.45%,7.27%,31.32%,-11.43%,23.62%,-17.92%,185.01%,61.24,-0.74%,0.74%,1.80,174.55,0.62,20.15,0.00%,108397,3/7/2017 8:30:00 AM
"RGR","Sturm, Ruger & Company, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",974.16,11.39,,,1.47,3.70,11.18,26.47,3.49%,37.40%,4.58,43.10%,,17.10%,,15.10%,25.60%,6.20%,18.68,17.57,0.40%,-20.31%,81.00%,11.82%,26.87%,13.51,25.30%,34.10%,32.30%,2.80,2.10,0.00,0.00,33.00%,20.20%,13.20%,6.97%,3.17%,3.17%,-12.12%,-27.43%,-1.04%,0.46,1.39,2.88%,2.58%,4.84%,2.19%,-9.08%,-4.22%,9.21%,-31.71%,11.47%,60.02,3.17%,-0.10%,4.00,349.54,1.34,52.15,3.06%,469020,2/22/2017 4:30:00 PM
"RGRO","Oppenheimer Global Growth Revenue ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.99%,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,-0.82%,0.26%,10.94%,6.54%,20.10%,3.59%,,0.21,0.09%,0.10%,-1.32%,0.30%,8.06%,-2.68%,10.29%,-2.68%,20.10%,41.11,0.00%,0.00%,,0.81,0.02,49.39,0.00%,0,
"RGS","Regis Corporation","Services","Personal Services","USA",556.27,121.94,54.32,15.24,0.32,1.07,3.58,15.12,,0.00%,0.10,61.40%,69.23%,8.80%,8.00%,-3.90%,83.50%,-5.90%,46.55,45.66,1.00%,-0.74%,,-0.03%,4.88%,13.11,0.40%,0.90%,1.30%,2.00,1.30,0.23,0.00,31.20%,1.30%,0.30%,-3.63%,-6.27%,-16.49%,-8.29%,-18.43%,-17.70%,1.31,0.33,2.31%,2.11%,-4.11%,-11.85%,-9.81%,-23.45%,1.01%,-25.87%,9.03%,28.45,-0.42%,0.42%,3.00,169.84,0.77,11.95,0.00%,131267,2/3/2017 8:30:00 AM
"RGSE","Real Goods Solar, Inc.","Industrial Goods","General Building Materials","USA",9.70,,,,0.44,,6.93,,,,-850.05,,,-23.70%,,-10.10%,-62.50%,-76.00%,6.88,6.51,,,4.10%,,4.53%,0.09,-100.00%,477.80%,8417.00%,0.80,0.80,,,9.80%,-76.20%,-86.50%,-2.08%,-35.32%,281.08%,-74.41%,-90.84%,486.28%,1.68,0.36,12.26%,10.99%,-21.86%,-2.68%,-55.74%,-78.92%,662.16%,-91.80%,683.33%,45.62,-4.08%,-13.53%,3.00,3247.09,0.60,1.41,-17.06%,1948941,3/9/2017 4:30:00 PM
"RH","RH","Services","Home Furnishing Stores","USA",1441.41,51.41,14.61,3.51,0.66,1.60,,,,,0.69,53.20%,25.55%,29.49%,14.65%,17.40%,-87.80%,-9.30%,40.81,38.37,,,,,43.31%,7.55,,,,,,,,32.20%,,,13.21%,38.78%,-6.91%,0.09%,-8.76%,15.05%,1.61,1.60,4.81%,5.15%,21.52%,22.77%,14.12%,4.00%,44.69%,-24.64%,44.69%,71.25,5.46%,0.24%,2.60,2200.38,1.11,35.32,5.72%,2442341,3/8/2017 4:30:00 PM
"RHI","Robert Half International Inc.","Services","Staffing & Outsourcing Services","USA",6163.65,18.08,16.77,2.46,1.17,5.61,23.69,25.17,1.99%,32.80%,2.67,-0.90%,7.72%,20.70%,7.34%,6.80%,-14.10%,-3.00%,127.85,123.51,2.30%,0.00%,89.80%,1.48%,2.95%,2.98,19.10%,32.00%,31.50%,1.90,1.90,0.00,0.00,41.20%,10.50%,6.50%,1.52%,3.26%,0.96%,27.90%,18.83%,-0.68%,1.17,0.87,1.61%,1.59%,0.91%,0.16%,15.52%,-4.96%,7.67%,-4.96%,42.60%,52.61,-0.43%,1.85%,2.80,1219.77,1.25,48.21,1.41%,1520944,1/26/2017 4:30:00 PM
"RHP","Ryman Hospitality Properties, Inc.","Financial","REIT - Hotel/Motel","USA",3177.06,19.79,17.37,1.28,2.76,8.52,53.76,130.21,5.21%,96.00%,3.11,43.80%,12.10%,72.70%,15.51%,3.80%,24.30%,2.50%,51.71,49.20,0.50%,-7.42%,92.70%,1.33%,2.44%,4.27,6.70%,45.00%,11.20%,,,4.08,4.08,32.60%,18.60%,13.90%,-4.00%,-0.98%,-2.25%,20.54%,34.46%,-2.49%,0.75,1.48,2.25%,2.26%,-4.81%,-2.45%,12.10%,-9.61%,3.30%,-9.61%,36.43%,39.61,-0.21%,0.57%,2.80,281.06,1.56,61.44,0.36%,439420,2/28/2017 8:30:00 AM
"RHS","Guggenheim S&P 500 Eq Wt Cons Stapl ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.75%,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,-0.38%,2.22%,6.27%,0.99%,4.95%,5.33%,,0.79,0.32%,0.57%,0.30%,2.68%,2.26%,-0.87%,6.32%,-3.57%,9.30%,60.91,0.08%,0.42%,,36.93,0.27,125.79,0.50%,9959,
"RHT","Red Hat, Inc.","Technology","Application Software","USA",14724.63,62.71,31.78,3.97,6.33,11.58,11.37,78.87,,0.00%,1.31,12.50%,14.17%,14.30%,15.78%,17.70%,47.70%,17.50%,179.11,177.10,0.60%,-5.85%,98.60%,0.63%,4.72%,3.99,5.90%,18.30%,10.30%,1.30,1.30,0.58,0.58,85.20%,13.30%,10.40%,0.20%,4.51%,4.17%,13.24%,17.34%,17.95%,1.38,1.21,1.26%,1.48%,0.05%,6.32%,7.60%,-3.29%,19.23%,-3.29%,19.94%,61.77,-0.12%,0.92%,2.00,2093.77,0.70,82.21,0.80%,1456117,3/27/2017 4:30:00 PM
"RIBT","RiceBran Technologies","Consumer Goods","Food - Major Diversified","USA",8.42,,7.09,,0.21,,3.83,,,,-0.99,77.30%,112.20%,43.90%,40.00%,3.60%,-102.30%,-1.10%,10.79,8.06,5.00%,0.00%,11.20%,4.95%,0.75%,1.57,-27.80%,-267.10%,-34.50%,0.40,0.20,,,22.50%,-20.80%,-23.30%,2.63%,-20.52%,4.00%,-43.88%,-38.10%,-24.27%,0.51,0.06,5.11%,6.66%,-6.62%,-16.18%,-37.79%,-36.07%,4.00%,-64.38%,6.12%,41.49,2.63%,-2.19%,2.00,38.45,0.13,0.78,0.39%,5034,3/16/2017 4:30:00 PM
"RIC","Richmont Mines Inc.","Basic Materials","Gold","Canada",439.06,47.06,11.73,4.71,3.48,3.00,7.83,,,0.00%,0.15,69.10%,111.72%,-24.40%,10.00%,7.30%,123.50%,38.60%,60.98,57.60,20.00%,0.00%,21.00%,-21.27%,1.19%,1.34,5.10%,6.50%,5.70%,3.10,2.80,0.03,0.06,26.20%,7.90%,7.40%,-3.36%,-25.77%,7.46%,-31.10%,34.83%,10.77%,,0.53,5.11%,6.45%,-13.38%,-9.91%,-16.32%,-28.36%,28.34%,-38.25%,55.17%,38.76,4.35%,0.73%,2.00,514.71,0.71,7.20,5.11%,365295,2/21/2017 8:30:00 AM
"RICE","Rice Energy Inc.","Basic Materials","Independent Oil & Gas","USA",3968.50,,29.23,,5.10,1.39,8.44,,,,-1.49,13.00%,32.18%,,51.80%,123.50%,47.60%,108.70%,197.93,156.69,18.50%,-0.31%,93.70%,11.78%,7.47%,2.86,-5.40%,-14.60%,1.70%,1.30,1.30,0.52,0.00,91.80%,-8.40%,-38.30%,0.35%,-4.84%,-18.46%,-28.47%,88.09%,-6.09%,,0.84,4.40%,3.99%,-0.35%,-2.70%,-12.96%,-11.36%,9.56%,-31.71%,103.97%,49.44,-1.91%,1.14%,1.90,4101.50,0.88,20.05,-0.79%,3621551,2/22/2017 4:30:00 PM
"RICK","RCI Hospitality Holdings, Inc.","Services","Restaurants","USA",162.23,14.22,9.63,0.36,1.20,1.24,,,0.73%,10.40%,1.15,22.40%,26.87%,1.70%,40.00%,10.10%,23.30%,0.60%,9.91,8.99,6.46%,0.00%,41.10%,23.72%,1.09%,1.13,4.10%,8.90%,7.80%,1.20,1.10,0.74,0.82,56.20%,15.90%,8.50%,-1.68%,-6.45%,18.92%,48.07%,79.43%,-4.10%,0.53,0.41,2.97%,2.40%,-4.41%,-4.26%,27.41%,-8.89%,2.88%,-8.89%,95.11%,38.58,-0.79%,0.98%,2.00,86.74,0.33,16.37,0.18%,28394,2/9/2017 4:30:00 PM
"RIF","RMR Real Estate Income Fund","Financial","Closed-End Fund - Equity","USA",,4.16,,,,0.75,,,,,4.84,,,,,,,,,,,,,,,0.36,,,,,,,,,,,-5.50%,-4.69%,-0.35%,-10.15%,9.36%,-1.76%,,0.25,1.49%,1.00%,-5.53%,-4.20%,-3.99%,-7.63%,1.11%,-11.69%,9.84%,27.68,-0.35%,0.25%,,29.90,1.53,20.10,-0.10%,45901,
"RIG","Transocean Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Switzerland",4603.38,5.75,,,1.11,0.30,,8.12,,21.10%,2.13,-2.00%,-98.10%,16.20%,,-12.30%,-63.80%,-47.40%,375.48,365.19,0.02%,0.00%,83.50%,-1.30%,17.09%,4.96,,,,,,,,54.90%,27.20%,18.80%,-9.39%,-8.23%,-15.74%,17.10%,11.86%,-16.82%,1.73,0.54,4.34%,3.61%,-8.42%,-14.05%,3.52%,-24.13%,4.88%,-26.41%,47.00%,35.27,0.91%,1.33%,3.30,12586.56,1.66,12.26,2.25%,20942738,2/22/2017 4:30:00 PM
"RIGL","Rigel Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",311.95,,,,12.04,3.88,3.66,,,,-0.72,43.90%,12.00%,-22.90%,60.00%,-25.40%,-214.50%,-70.80%,116.40,116.40,0.40%,-1.07%,75.60%,1.72%,2.91%,3.31,-62.00%,-86.50%,,4.20,4.20,0.00,0.00,,,,-6.29%,8.94%,1.13%,-21.64%,13.08%,12.61%,1.40,0.17,7.43%,6.57%,6.10%,12.20%,-0.57%,-10.07%,38.14%,-38.81%,42.55%,56.43,-3.25%,2.21%,1.80,1025.26,1.03,2.68,-1.11%,1053299,3/7/2017 4:30:00 PM
"RIGS","RiverFront Strategic Income ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,4.69%,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,-1.19%,-0.46%,0.33%,0.66%,6.23%,-0.04%,,0.14,0.68%,0.54%,-0.95%,-0.65%,1.05%,-1.58%,0.80%,-1.58%,7.02%,36.80,-0.95%,1.00%,,34.42,0.93,24.97,0.04%,31876,
"RILY","B. Riley Financial, Inc.","Financial","Asset Management","USA",296.16,36.20,,,2.53,1.99,11.18,20.71,0.74%,45.40%,0.41,220.30%,,15.90%,,21.70%,420.40%,167.60%,19.81,9.29,35.60%,-0.03%,50.70%,0.59%,2.28%,11.36,4.70%,6.50%,13.00%,1.30,1.30,0.00,0.43,69.20%,13.70%,6.90%,0.67%,-10.83%,-8.96%,30.65%,66.34%,-17.60%,0.90,0.83,4.29%,5.39%,-4.87%,-14.55%,14.61%,-28.62%,6.79%,-28.62%,82.03%,38.86,-5.38%,11.66%,1.00,18.67,1.46,14.95,5.65%,27198,3/9/2017 4:30:00 PM
"RINF","ProShares Inflation Expectations","Financial","Exchange Traded Fund","USA",,,,,,,,,1.10%,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,0.10%,1.81%,-0.05%,3.91%,2.73%,-0.29%,,0.48,0.70%,1.65%,0.25%,0.13%,3.09%,-1.73%,2.84%,-2.72%,10.10%,51.76,0.01%,0.52%,,14.09,0.39,28.99,0.53%,5458,
"RING","iShares MSCI Global Gold Miners","Financial","Exchange Traded Fund","USA",,,,,,,,,1.34%,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,-2.55%,-15.40%,1.97%,-21.18%,4.56%,4.85%,,0.58,2.63%,2.94%,-8.08%,-6.35%,-13.28%,-15.64%,12.96%,-31.96%,17.72%,36.41,2.05%,0.57%,,246.07,0.25,17.96,2.63%,62293,
"RIO","Rio Tinto plc","Basic Materials","Industrial Metals & Minerals","United Kingdom",72934.13,15.43,9.47,0.92,2.16,1.80,8.52,26.74,4.32%,34.90%,2.55,637.90%,-11.49%,-3.30%,16.80%,-11.00%,40.30%,-21.60%,1851.59,1173.82,6.50%,0.00%,7.20%,2.23%,0.80%,2.46,5.00%,11.80%,8.60%,1.60,1.30,0.44,0.47,,20.10%,13.70%,-5.74%,-5.70%,-2.50%,28.67%,43.60%,5.29%,1.28,1.01,1.91%,1.91%,-7.71%,-5.45%,14.12%,-14.04%,5.95%,-14.04%,55.63%,37.27,-1.03%,0.99%,2.00,3818.02,1.30,39.39,-0.05%,4954352,2/8/2017 8:30:00 AM
"RISE","Sit Rising Rate ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,0.35%,1.33%,0.22%,,,0.37%,,0.10,0.11%,0.10%,0.89%,0.61%,1.02%,-0.67%,2.05%,-0.96%,5.57%,55.93,-0.17%,-0.17%,,5.27,16.31,23.86,-0.34%,85897,
"RITT","RiT Technologies Ltd.","Technology","Communication Equipment","Israel",0.39,,,,0.03,0.07,,,,,-0.19,,,-18.83%,15.00%,,,115.50%,15.54,3.89,,,,,0.53%,2.83,,,,,,,,,,,-35.90%,-46.81%,-58.33%,,,-50.10%,,0.00,3.64%,3.79%,-37.68%,-51.16%,-55.63%,-82.61%,-16.67%,-83.33%,-16.67%,27.93,0.00%,-16.67%,,7.35,5.89,0.03,-16.67%,43300,
"RJA","ELEMENTS Rogers Intl Cmdty Agri TR ETN","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,-2.57%,-2.87%,1.10%,3.21%,5.06%,2.06%,,0.06,0.69%,0.81%,-2.19%,-1.52%,0.14%,-4.31%,3.70%,-8.26%,6.62%,39.82,-0.46%,0.31%,,66.84,0.36,6.44,-0.16%,24108,
"RJF","Raymond James Financial, Inc.","Financial","Investment Brokerage - Regional","USA",11354.17,20.16,15.28,1.92,1.98,2.22,4.49,,1.11%,19.90%,3.93,6.50%,13.04%,10.70%,10.53%,10.20%,38.30%,17.50%,143.18,127.73,10.00%,-1.20%,69.80%,0.36%,1.38%,2.87,1.90%,11.70%,6.80%,,,0.51,0.55,96.70%,14.30%,9.90%,-0.61%,3.73%,8.01%,37.59%,76.93%,14.48%,1.56,1.38,1.41%,1.54%,0.55%,4.59%,25.84%,-3.20%,14.98%,-3.20%,81.29%,56.17,0.19%,-0.09%,2.60,613.10,0.82,79.30,0.10%,502123,1/25/2017 4:30:00 PM
"RJI","ELEMENTS Rogers Intl Cmdty TR ETN","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,-4.39%,-4.75%,-2.91%,0.60%,8.91%,-3.47%,,0.07,1.46%,1.15%,-4.33%,-4.29%,-0.97%,-6.36%,0.00%,-6.36%,13.35%,28.65,-1.76%,0.99%,,205.41,1.15,5.01,-0.79%,236693,
"RJN","ELEMENTS Rogers Intl Cmdty Energy TR ETN","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,-5.93%,-7.39%,-8.11%,1.71%,8.18%,-12.50%,,0.08,6.05%,2.67%,-6.57%,-8.39%,-5.19%,-14.08%,0.85%,-14.08%,17.82%,24.70,22.68%,-20.16%,,30.49,0.77,2.38,-2.06%,23480,
"RJZ","ELEMENTS Rogers Intl Cmdty Metals TR ETN","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,-3.19%,-3.55%,0.25%,2.73%,12.23%,5.48%,,0.07,0.55%,0.60%,-3.39%,-1.23%,2.46%,-5.17%,5.76%,-5.17%,16.37%,37.19,-0.38%,0.51%,,9.31,1.62,7.89,0.13%,15086,
"RKDA","Arcadia Biosciences, Inc.","Basic Materials","Agricultural Chemicals","USA",36.67,,,,9.17,1.31,0.68,,,,-0.40,8.30%,26.80%,,14.96%,,10.20%,-38.90%,45.27,12.22,52.03%,0.00%,12.60%,-8.44%,0.50%,0.67,-26.20%,-52.90%,-24.30%,14.60,14.50,0.91,0.00,77.20%,,,-10.99%,-11.96%,-32.50%,-63.51%,-72.16%,-11.96%,,0.09,13.13%,10.76%,-14.29%,-14.86%,-50.60%,-31.36%,18.77%,-74.53%,18.77%,37.66,0.00%,6.72%,2.00,91.81,0.64,0.81,6.72%,58955,3/8/2017 4:30:00 PM
"RL","Ralph Lauren Corporation","Consumer Goods","Textile - Apparel Clothing","USA",6677.75,46.02,15.43,16.45,0.96,1.84,4.84,12.82,2.49%,113.50%,1.75,-41.50%,-7.14%,-4.30%,2.80%,5.50%,-36.10%,-11.90%,83.16,56.01,1.00%,0.00%,97.80%,3.29%,10.67%,3.25,2.40%,4.00%,9.00%,2.60,1.80,0.23,0.24,55.30%,3.40%,2.10%,0.64%,3.61%,-25.89%,-21.11%,-14.75%,-11.09%,0.74,1.64,1.49%,1.62%,1.28%,-4.21%,-15.70%,-13.70%,6.19%,-29.17%,6.19%,48.61,0.61%,0.16%,3.10,1838.48,0.42,80.30,0.78%,778150,2/2/2017 8:30:00 AM
"RLGT","Radiant Logistics, Inc.","Services","Air Delivery & Freight Services","USA",256.10,472.73,23.11,19.22,0.34,2.06,30.86,17.07,,0.00%,0.01,-214.20%,-6.25%,-26.90%,24.60%,30.90%,181.30%,-3.60%,49.25,31.50,1.30%,8.78%,40.80%,6.04%,1.14%,1.29,0.20%,0.50%,0.20%,1.20,1.20,0.21,0.23,25.00%,1.00%,0.10%,-6.64%,35.77%,37.93%,65.08%,56.63%,33.33%,0.96,0.25,4.37%,5.31%,-1.73%,18.00%,50.72%,-12.74%,53.39%,-12.74%,112.24%,56.78,-1.52%,0.57%,1.70,276.96,2.11,5.20,-0.95%,584586,2/8/2017 4:30:00 PM
